Fit, RefSeqBin, InsertLength, Counts, Sites, FunctionCalls, LogLikelihood, DispersionA, DispersionB, RawGCbias0, GCbias0, GCcount0, GCsites0, RawGCbias1, GCbias1, GCcount1, GCsites1, RawGCbias2, GCbias2, GCcount2, GCsites2, RawGCbias3, GCbias3, GCcount3, GCsites3, RawGCbias4, GCbias4, GCcount4, GCsites4, RawGCbias5, GCbias5, GCcount5, GCsites5, RawGCbias6, GCbias6, GCcount6, GCsites6, RawGCbias7, GCbias7, GCcount7, GCsites7, RawGCbias8, GCbias8, GCcount8, GCsites8, RawGCbias9, GCbias9, GCcount9, GCsites9, RawGCbias10, GCbias10, GCcount10, GCsites10, RawGCbias11, GCbias11, GCcount11, GCsites11, RawGCbias12, GCbias12, GCcount12, GCsites12, RawGCbias13, GCbias13, GCcount13, GCsites13, RawGCbias14, GCbias14, GCcount14, GCsites14, RawGCbias15, GCbias15, GCcount15, GCsites15, RawGCbias16, GCbias16, GCcount16, GCsites16, RawGCbias17, GCbias17, GCcount17, GCsites17, RawGCbias18, GCbias18, GCcount18, GCsites18, RawGCbias19, GCbias19, GCcount19, GCsites19, RawGCbias20, GCbias20, GCcount20, GCsites20, RawGCbias21, GCbias21, GCcount21, GCsites21, RawGCbias22, GCbias22, GCcount22, GCsites22, RawGCbias23, GCbias23, GCcount23, GCsites23, RawGCbias24, GCbias24, GCcount24, GCsites24, RawGCbias25, GCbias25, GCcount25, GCsites25, RawGCbias26, GCbias26, GCcount26, GCsites26, RawGCbias27, GCbias27, GCcount27, GCsites27, RawGCbias28, GCbias28, GCcount28, GCsites28, RawGCbias29, GCbias29, GCcount29, GCsites29, RawGCbias30, GCbias30, GCcount30, GCsites30, RawGCbias31, GCbias31, GCcount31, GCsites31, RawGCbias32, GCbias32, GCcount32, GCsites32, RawGCbias33, GCbias33, GCcount33, GCsites33, RawGCbias34, GCbias34, GCcount34, GCsites34, RawGCbias35, GCbias35, GCcount35, GCsites35, RawGCbias36, GCbias36, GCcount36, GCsites36, RawGCbias37, GCbias37, GCcount37, GCsites37, RawGCbias38, GCbias38, GCcount38, GCsites38, RawGCbias39, GCbias39, GCcount39, GCsites39, RawGCbias40, GCbias40, GCcount40, GCsites40, RawGCbias41, GCbias41, GCcount41, GCsites41, RawGCbias42, GCbias42, GCcount42, GCsites42, RawGCbias43, GCbias43, GCcount43, GCsites43, RawGCbias44, GCbias44, GCcount44, GCsites44, RawGCbias45, GCbias45, GCcount45, GCsites45, RawGCbias46, GCbias46, GCcount46, GCsites46, RawGCbias47, GCbias47, GCcount47, GCsites47, RawGCbias48, GCbias48, GCcount48, GCsites48, RawGCbias49, GCbias49, GCcount49, GCsites49, RawGCbias50, GCbias50, GCcount50, GCsites50, RawGCbias51, GCbias51, GCcount51, GCsites51, RawGCbias52, GCbias52, GCcount52, GCsites52, RawGCbias53, GCbias53, GCcount53, GCsites53, RawGCbias54, GCbias54, GCcount54, GCsites54, RawGCbias55, GCbias55, GCcount55, GCsites55, RawGCbias56, GCbias56, GCcount56, GCsites56, RawGCbias57, GCbias57, GCcount57, GCsites57, RawGCbias58, GCbias58, GCcount58, GCsites58, RawGCbias59, GCbias59, GCcount59, GCsites59, RawGCbias60, GCbias60, GCcount60, GCsites60, RawGCbias61, GCbias61, GCcount61, GCsites61, RawGCbias62, GCbias62, GCcount62, GCsites62, RawGCbias63, GCbias63, GCcount63, GCsites63, RawGCbias64, GCbias64, GCcount64, GCsites64, RawGCbias65, GCbias65, GCcount65, GCsites65, RawGCbias66, GCbias66, GCcount66, GCsites66, RawGCbias67, GCbias67, GCcount67, GCsites67, RawGCbias68, GCbias68, GCcount68, GCsites68, RawGCbias69, GCbias69, GCcount69, GCsites69, RawGCbias70, GCbias70, GCcount70, GCsites70, RawGCbias71, GCbias71, GCcount71, GCsites71, RawGCbias72, GCbias72, GCcount72, GCsites72, RawGCbias73, GCbias73, GCcount73, GCsites73, RawGCbias74, GCbias74, GCcount74, GCsites74, RawGCbias75, GCbias75, GCcount75, GCsites75, RawGCbias76, GCbias76, GCcount76, GCsites76, RawGCbias77, GCbias77, GCcount77, GCsites77, RawGCbias78, GCbias78, GCcount78, GCsites78, RawGCbias79, GCbias79, GCcount79, GCsites79, RawGCbias80, GCbias80, GCcount80, GCsites80, RawGCbias81, GCbias81, GCcount81, GCsites81, RawGCbias82, GCbias82, GCcount82, GCsites82, RawGCbias83, GCbias83, GCcount83, GCsites83, RawGCbias84, GCbias84, GCcount84, GCsites84, RawGCbias85, GCbias85, GCcount85, GCsites85, RawGCbias86, GCbias86, GCcount86, GCsites86, RawGCbias87, GCbias87, GCcount87, GCsites87, RawGCbias88, GCbias88, GCcount88, GCsites88, RawGCbias89, GCbias89, GCcount89, GCsites89, RawGCbias90, GCbias90, GCcount90, GCsites90, RawGCbias91, GCbias91, GCcount91, GCsites91, RawGCbias92, GCbias92, GCcount92, GCsites92, RawGCbias93, GCbias93, GCcount93, GCsites93, RawGCbias94, GCbias94, GCcount94, GCsites94, RawGCbias95, GCbias95, GCcount95, GCsites95, RawGCbias96, GCbias96, GCcount96, GCsites96, RawGCbias97, GCbias97, GCcount97, GCsites97, RawGCbias98, GCbias98, GCcount98, GCsites98, RawGCbias99, GCbias99, GCcount99, GCsites99, RawGCbias100, GCbias100, GCcount100, GCsites100, GCknot0, GCknot1, GCknot2, GCknot3, GCknot4, GCknot5, SurBias0A, SurCount0A, SurSites0A, SurBias0C, SurCount0C, SurSites0C, SurBias0G, SurCount0G, SurSites0G, SurBias0T, SurCount0T, SurSites0T, SurBias1A, SurCount1A, SurSites1A, SurBias1C, SurCount1C, SurSites1C, SurBias1G, SurCount1G, SurSites1G, SurBias1T, SurCount1T, SurSites1T, SurBias2A, SurCount2A, SurSites2A, SurBias2C, SurCount2C, SurSites2C, SurBias2G, SurCount2G, SurSites2G, SurBias2T, SurCount2T, SurSites2T, SurBias3A, SurCount3A, SurSites3A, SurBias3C, SurCount3C, SurSites3C, SurBias3G, SurCount3G, SurSites3G, SurBias3T, SurCount3T, SurSites3T, SurBias4A, SurCount4A, SurSites4A, SurBias4C, SurCount4C, SurSites4C, SurBias4G, SurCount4G, SurSites4G, SurBias4T, SurCount4T, SurSites4T, SurBias5A, SurCount5A, SurSites5A, SurBias5C, SurCount5C, SurSites5C, SurBias5G, SurCount5G, SurSites5G, SurBias5T, SurCount5T, SurSites5T, SurBias6A, SurCount6A, SurSites6A, SurBias6C, SurCount6C, SurSites6C, SurBias6G, SurCount6G, SurSites6G, SurBias6T, SurCount6T, SurSites6T, SurBias7A, SurCount7A, SurSites7A, SurBias7C, SurCount7C, SurSites7C, SurBias7G, SurCount7G, SurSites7G, SurBias7T, SurCount7T, SurSites7T, SurBias8A, SurCount8A, SurSites8A, SurBias8C, SurCount8C, SurSites8C, SurBias8G, SurCount8G, SurSites8G, SurBias8T, SurCount8T, SurSites8T, SurBias9A, SurCount9A, SurSites9A, SurBias9C, SurCount9C, SurSites9C, SurBias9G, SurCount9G, SurSites9G, SurBias9T, SurCount9T, SurSites9T, SurBias10A, SurCount10A, SurSites10A, SurBias10C, SurCount10C, SurSites10C, SurBias10G, SurCount10G, SurSites10G, SurBias10T, SurCount10T, SurSites10T, SurBias11A, SurCount11A, SurSites11A, SurBias11C, SurCount11C, SurSites11C, SurBias11G, SurCount11G, SurSites11G, SurBias11T, SurCount11T, SurSites11T, SurBias12A, SurCount12A, SurSites12A, SurBias12C, SurCount12C, SurSites12C, SurBias12G, SurCount12G, SurSites12G, SurBias12T, SurCount12T, SurSites12T, SurBias13A, SurCount13A, SurSites13A, SurBias13C, SurCount13C, SurSites13C, SurBias13G, SurCount13G, SurSites13G, SurBias13T, SurCount13T, SurSites13T, SurBias14A, SurCount14A, SurSites14A, SurBias14C, SurCount14C, SurSites14C, SurBias14G, SurCount14G, SurSites14G, SurBias14T, SurCount14T, SurSites14T, SurBias15A, SurCount15A, SurSites15A, SurBias15C, SurCount15C, SurSites15C, SurBias15G, SurCount15G, SurSites15G, SurBias15T, SurCount15T, SurSites15T, SurBias16A, SurCount16A, SurSites16A, SurBias16C, SurCount16C, SurSites16C, SurBias16G, SurCount16G, SurSites16G, SurBias16T, SurCount16T, SurSites16T, SurBias17A, SurCount17A, SurSites17A, SurBias17C, SurCount17C, SurSites17C, SurBias17G, SurCount17G, SurSites17G, SurBias17T, SurCount17T, SurSites17T, SurBias18A, SurCount18A, SurSites18A, SurBias18C, SurCount18C, SurSites18C, SurBias18G, SurCount18G, SurSites18G, SurBias18T, SurCount18T, SurSites18T, SurBias19A, SurCount19A, SurSites19A, SurBias19C, SurCount19C, SurSites19C, SurBias19G, SurCount19G, SurSites19G, SurBias19T, SurCount19T, SurSites19T, SurBias20A, SurCount20A, SurSites20A, SurBias20C, SurCount20C, SurSites20C, SurBias20G, SurCount20G, SurSites20G, SurBias20T, SurCount20T, SurSites20T, SurBias21A, SurCount21A, SurSites21A, SurBias21C, SurCount21C, SurSites21C, SurBias21G, SurCount21G, SurSites21G, SurBias21T, SurCount21T, SurSites21T, SurBias22A, SurCount22A, SurSites22A, SurBias22C, SurCount22C, SurSites22C, SurBias22G, SurCount22G, SurSites22G, SurBias22T, SurCount22T, SurSites22T, SurBias23A, SurCount23A, SurSites23A, SurBias23C, SurCount23C, SurSites23C, SurBias23G, SurCount23G, SurSites23G, SurBias23T, SurCount23T, SurSites23T, SurBias24A, SurCount24A, SurSites24A, SurBias24C, SurCount24C, SurSites24C, SurBias24G, SurCount24G, SurSites24G, SurBias24T, SurCount24T, SurSites24T, SurBias25A, SurCount25A, SurSites25A, SurBias25C, SurCount25C, SurSites25C, SurBias25G, SurCount25G, SurSites25G, SurBias25T, SurCount25T, SurSites25T, SurBias26A, SurCount26A, SurSites26A, SurBias26C, SurCount26C, SurSites26C, SurBias26G, SurCount26G, SurSites26G, SurBias26T, SurCount26T, SurSites26T, SurBias27A, SurCount27A, SurSites27A, SurBias27C, SurCount27C, SurSites27C, SurBias27G, SurCount27G, SurSites27G, SurBias27T, SurCount27T, SurSites27T, SurBias28A, SurCount28A, SurSites28A, SurBias28C, SurCount28C, SurSites28C, SurBias28G, SurCount28G, SurSites28G, SurBias28T, SurCount28T, SurSites28T, SurBias29A, SurCount29A, SurSites29A, SurBias29C, SurCount29C, SurSites29C, SurBias29G, SurCount29G, SurSites29G, SurBias29T, SurCount29T, SurSites29T
poisson, 0, 144, 114907, 8626404, 17, -601530, 0, 1e-100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 30, 0.284153, 0.595633, 2, 176, 0.727979, 1.52597, 7, 252, 0.76447, 1.60246, 20, 674, 0.518524, 1.08691, 11, 554, 0.589217, 1.2351, 18, 796, 0.558686, 1.1711, 58, 2738, 0.602021, 1.26194, 47, 2078, 0.456034, 0.955924, 117, 6858, 0.571584, 1.19814, 94, 4488, 0.503533, 1.05549, 225, 12272, 0.520775, 1.09163, 165, 8716, 0.544267, 1.14088, 448, 23140, 0.533063, 1.11739, 271, 14446, 0.555791, 1.16503, 338, 17296, 0.603335, 1.26469, 886, 42488, 0.564114, 1.18248, 504, 25998, 0.580888, 1.21764, 1188, 60538, 0.581001, 1.21788, 693, 35584, 0.593962, 1.24504, 1575, 80208, 0.58061, 1.21706, 860, 45142, 0.598935, 1.25547, 968, 49806, 0.583869, 1.22389, 2149, 114572, 0.569509, 1.19379, 1213, 66990, 0.574722, 1.20471, 2845, 157520, 0.578135, 1.21187, 1640, 91756, 0.573369, 1.20188, 3720, 212224, 0.554113, 1.16151, 2076, 123250, 0.546154, 1.14483, 4864, 297306, 0.548704, 1.15018, 2858, 176354, 0.524261, 1.09894, 3030, 197116, 0.520952, 1.092, 7081, 470322, 0.484733, 1.01608, 3822, 276868, 0.502985, 1.05434, 9148, 647704, 0.498779, 1.04552, 5121, 370216, 0.488488, 1.02395, 10843, 814966, 0.462483, 0.969442, 5380, 433952, 0.460316, 0.9649, 10595, 873860, 0.443947, 0.930587, 4803, 418500, 0.448626, 0.940395, 4519, 394410, 0.438914, 0.920038, 7516, 682866, 0.425225, 0.891343, 2944, 281628, 0.42247, 0.885568, 4551, 445768, 0.385651, 0.808389, 1505, 164714, 0.391276, 0.82018, 2082, 229096, 0.410837, 0.861183, 701, 74836, 0.40002, 0.838509, 498, 55066, 0.336432, 0.705218, 494, 66556, 0.34545, 0.72412, 136, 18214, 0.354837, 0.743797, 152, 20062, 0.453875, 0.951397, 50, 5296, 0.392499, 0.822745, 47, 5834, 0.277408, 0.581493, 8, 1420, 0.441654, 0.925782, 14, 1596, 0.133194, 0.279197, 1, 374, 0.367783, 0.770935, 2, 278, 0.279455, 0.585784, 2, 366, 0.425922, 0.892805, 1, 120, 0.53833, 1.12843, 1, 96, 0, 0, 0, 10, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 46, 50, 53, 56, 74, 1.19092, 58034, 4267574, 1.11526, 56837, 4364236, 1.12897, 56116, 4354802, 1.19587, 58827, 4266196, 0.01483, 58466, 4268230, -0.00981162, 56701, 4364076, -0.0368513, 56714, 4354948, 0.0318329, 57933, 4265554, 0.00241735, 58476, 4268418, -0.0293434, 56294, 4364094, -0.0150505, 55979, 4354484, 0.0419766, 59065, 4265812, -0.0204752, 56798, 4268544, -0.0408948, 57417, 4364204, 0.0301542, 57092, 4354136, 0.0312159, 58507, 4265924, -0.0109156, 57488, 4269048, -0.00417519, 57136, 4363990, 0.00294909, 57481, 4353914, 0.0121417, 57709, 4265856, -0.0114396, 57953, 4269062, -0.00194335, 56748, 4364490, 0.0139469, 56861, 4353392, -0.000563961, 58252, 4265864, -0.0290351, 56454, 4269244, 0.00357253, 58705, 4364596, -0.0160866, 56266, 4353126, 0.0415492, 58389, 4265842, 0.0518859, 58721, 4269640, -0.0297162, 56406, 4364112, -0.0253246, 58267, 4353168, 0.00315481, 56420, 4265888, -0.0211437, 57311, 4269578, 0.000690596, 54447, 4364204, 0.072055, 61743, 4353176, -0.0516019, 56313, 4265850, -0.573712, 49229, 4269136, 1.1611, 72843, 4366926, -0.406298, 52641, 4351048, -0.181089, 55101, 4265698, 0.514775, 66258, 4271710, 0.465391, 59920, 4364844, -0.499466, 53079, 4350850, -0.4807, 50557, 4265404, 0.454576, 66090, 4272916, -0.582381, 45711, 4362368, 0.0548149, 59008, 4350598, 0.0729897, 59005, 4266926, 0.241374, 61263, 4273196, -0.00842924, 57081, 4363640, -0.51582, 49982, 4348132, 0.282875, 61488, 4267840, 0.150907, 60533, 4273596, -0.0942617, 55325, 4362974, -0.209055, 54150, 4347902, 0.152409, 59806, 4268336, 0.131377, 60993, 4274090, -0.20274, 53193, 4362614, -0.0796979, 55646, 4347232, 0.151061, 59982, 4268872, 0.0654392, 58223, 4274654, -0.0527307, 57366, 4362938, -0.123263, 55040, 4346054, 0.110555, 59185, 4269162, 0.102283, 59187, 4275368, -0.166032, 54567, 4361938, 0.0103457, 57761, 4346166, 0.0534035, 58299, 4269336, 0.0261908, 58943, 4275464, -0.0220467, 56602, 4362404, -0.237031, 53160, 4345096, 0.232887, 61109, 4269844, -0.032864, 56860, 4275534, -0.0200507, 56799, 4362264, -0.148228, 55047, 4344856, 0.201143, 61108, 4270154, 0.0253512, 58858, 4275880, -0.0458316, 56242, 4362486, -0.0830241, 56059, 4344372, 0.103504, 58655, 4270070, 0.0465568, 59418, 4276216, -0.0581444, 55572, 4362602, -0.0879057, 54726, 4343814, 0.0994933, 60098, 4270176, 0.0713823, 58526, 4275892, -0.0507485, 56688, 4362920, -0.0672866, 55195, 4343718, 0.0466529, 59405, 4270278, 0.0491533, 59417, 4276416, -0.0318124, 56273, 4362604, -0.079806, 55719, 4343506, 0.0624651, 58405, 4270282, 0.0532589, 59580, 4276590, -0.0224669, 55735, 4362742, -0.0771654, 54852, 4342974, 0.0463733, 59647, 4270502, 0.0371527, 58015, 4276710, -0.0279343, 56993, 4362916, -0.0799162, 55021, 4342516, 0.0706978, 59785, 4270666, 0.0343031, 58842, 4277072, -0.0269564, 56355, 4362442, -0.0410001, 56288, 4342516, 0.0336533, 58329, 4270778, 0.0282071, 59298, 4277292, -0.0228598, 55801, 4362730, -0.0274116, 55545, 4342226, 0.0220644, 59170, 4270560, 0.0413584, 58079, 4277312, -0.0135465, 57308, 4363128, -0.0416332, 55696, 4341800, 0.0138213, 58731, 4270568, 0.00545122, 58586, 4277738, -0.000923844, 56788, 4362874, -0.0440935, 56309, 4341960, 0.0395661, 58131, 4270236, 0.0314285, 59045, 4277906, -0.0242552, 56035, 4362802, -0.0249439, 55803, 4341514, 0.0177706, 58931, 4270586
gcspline, 0, 144, 114907, 8626404, 33, -601559, 0, 1e-100, 0.451702, 0.945998, 0, 0, 0.451702, 0.945998, 0, 0, 0.451702, 0.945998, 0, 0, 0.451702, 0.945998, 0, 0, 0.451702, 0.945998, 0, 0, 0.451702, 0.945998, 0, 0, 0.451702, 0.945998, 0, 0, 0.451702, 0.945998, 0, 0, 0.451702, 0.945998, 0, 0, 0.451702, 0.945998, 0, 0, 0.451702, 0.945998, 0, 0, 0.451702, 0.945998, 0, 0, 0.451702, 0.945998, 0, 0, 0.451702, 0.945998, 0, 0, 0.451702, 0.945998, 0, 0, 0.451702, 0.945998, 0, 30, 0.451702, 0.945998, 0, 30, 0.456162, 0.955339, 2, 176, 0.465207, 0.974281, 7, 252, 0.474381, 0.993495, 20, 674, 0.483635, 1.01288, 11, 554, 0.492914, 1.03231, 18, 796, 0.502161, 1.05167, 58, 2738, 0.511312, 1.07084, 47, 2078, 0.520303, 1.08967, 117, 6858, 0.529063, 1.10802, 94, 4488, 0.537519, 1.12573, 225, 12272, 0.545595, 1.14264, 165, 8716, 0.553212, 1.15859, 448, 23140, 0.560288, 1.17341, 271, 14446, 0.566741, 1.18692, 338, 17296, 0.572487, 1.19896, 886, 42488, 0.577442, 1.20934, 504, 25998, 0.581524, 1.21789, 1188, 60538, 0.584653, 1.22444, 693, 35584, 0.586752, 1.22883, 1575, 80208, 0.587747, 1.23092, 860, 45142, 0.587571, 1.23055, 968, 49806, 0.586165, 1.2276, 2149, 114572, 0.583474, 1.22197, 1213, 66990, 0.579457, 1.21356, 2845, 157520, 0.574081, 1.2023, 1640, 91756, 0.567325, 1.18815, 3720, 212224, 0.55918, 1.17109, 2076, 123250, 0.54965, 1.15113, 4864, 297306, 0.538754, 1.12831, 2858, 176354, 0.526526, 1.1027, 3030, 197116, 0.513011, 1.0744, 7081, 470322, 0.501703, 1.05072, 3822, 276868, 0.501108, 1.04947, 9148, 647704, 0.495517, 1.03776, 5121, 370216, 0.484764, 1.01524, 10843, 814966, 0.473558, 0.991772, 5380, 433952, 0.462792, 0.969225, 10595, 873860, 0.45244, 0.947544, 4803, 418500, 0.442477, 0.926678, 4519, 394410, 0.432879, 0.906577, 7516, 682866, 0.423625, 0.887196, 2944, 281628, 0.414694, 0.868493, 4551, 445768, 0.406067, 0.850425, 1505, 164714, 0.397725, 0.832955, 2082, 229096, 0.389652, 0.816048, 701, 74836, 0.381831, 0.799668, 498, 55066, 0.374247, 0.783784, 494, 66556, 0.366885, 0.768367, 136, 18214, 0.359732, 0.753386, 152, 20062, 0.352775, 0.738816, 50, 5296, 0.346002, 0.72463, 47, 5834, 0.3394, 0.710806, 8, 1420, 0.332961, 0.697319, 14, 1596, 0.326672, 0.684149, 1, 374, 0.320526, 0.671276, 2, 278, 0.314511, 0.65868, 2, 366, 0.308621, 0.646343, 1, 120, 0.302846, 0.634249, 1, 96, 0.299999, 0.628288, 0, 10, 0.299999, 0.628288, 0, 14, 0.299999, 0.628288, 0, 0, 0.299999, 0.628288, 0, 0, 0.299999, 0.628288, 0, 0, 0.299999, 0.628288, 0, 0, 0.299999, 0.628288, 0, 0, 0.299999, 0.628288, 0, 0, 0.299999, 0.628288, 0, 0, 0.299999, 0.628288, 0, 0, 0.299999, 0.628288, 0, 0, 0.299999, 0.628288, 0, 0, 0.299999, 0.628288, 0, 0, 0.299999, 0.628288, 0, 0, 0.299999, 0.628288, 0, 0, 0.299999, 0.628288, 0, 0, 0.299999, 0.628288, 0, 0, 0.299999, 0.628288, 0, 0, 0.299999, 0.628288, 0, 0, 0.299999, 0.628288, 0, 0, 0.299999, 0.628288, 0, 0, 0.299999, 0.628288, 0, 0, 0.299999, 0.628288, 0, 0, 0.299999, 0.628288, 0, 0, 0.299999, 0.628288, 0, 0, 0.299999, 0.628288, 0, 0, 17, 47, 48, 49, 51, 74, 1.19092, 58034, 4267574, 1.11526, 56837, 4364236, 1.12897, 56116, 4354802, 1.19587, 58827, 4266196, 0.01483, 58466, 4268230, -0.00981162, 56701, 4364076, -0.0368513, 56714, 4354948, 0.0318329, 57933, 4265554, 0.00241735, 58476, 4268418, -0.0293434, 56294, 4364094, -0.0150505, 55979, 4354484, 0.0419766, 59065, 4265812, -0.0204752, 56798, 4268544, -0.0408948, 57417, 4364204, 0.0301542, 57092, 4354136, 0.0312159, 58507, 4265924, -0.0109156, 57488, 4269048, -0.00417519, 57136, 4363990, 0.00294909, 57481, 4353914, 0.0121417, 57709, 4265856, -0.0114396, 57953, 4269062, -0.00194335, 56748, 4364490, 0.0139469, 56861, 4353392, -0.000563961, 58252, 4265864, -0.0290351, 56454, 4269244, 0.00357253, 58705, 4364596, -0.0160866, 56266, 4353126, 0.0415492, 58389, 4265842, 0.0518859, 58721, 4269640, -0.0297162, 56406, 4364112, -0.0253246, 58267, 4353168, 0.00315481, 56420, 4265888, -0.0211437, 57311, 4269578, 0.000690596, 54447, 4364204, 0.072055, 61743, 4353176, -0.0516019, 56313, 4265850, -0.573712, 49229, 4269136, 1.1611, 72843, 4366926, -0.406298, 52641, 4351048, -0.181089, 55101, 4265698, 0.514775, 66258, 4271710, 0.465391, 59920, 4364844, -0.499466, 53079, 4350850, -0.4807, 50557, 4265404, 0.454576, 66090, 4272916, -0.582381, 45711, 4362368, 0.0548149, 59008, 4350598, 0.0729897, 59005, 4266926, 0.241374, 61263, 4273196, -0.00842924, 57081, 4363640, -0.51582, 49982, 4348132, 0.282875, 61488, 4267840, 0.150907, 60533, 4273596, -0.0942617, 55325, 4362974, -0.209055, 54150, 4347902, 0.152409, 59806, 4268336, 0.131377, 60993, 4274090, -0.20274, 53193, 4362614, -0.0796979, 55646, 4347232, 0.151061, 59982, 4268872, 0.0654392, 58223, 4274654, -0.0527307, 57366, 4362938, -0.123263, 55040, 4346054, 0.110555, 59185, 4269162, 0.102283, 59187, 4275368, -0.166032, 54567, 4361938, 0.0103457, 57761, 4346166, 0.0534035, 58299, 4269336, 0.0261908, 58943, 4275464, -0.0220467, 56602, 4362404, -0.237031, 53160, 4345096, 0.232887, 61109, 4269844, -0.032864, 56860, 4275534, -0.0200507, 56799, 4362264, -0.148228, 55047, 4344856, 0.201143, 61108, 4270154, 0.0253512, 58858, 4275880, -0.0458316, 56242, 4362486, -0.0830241, 56059, 4344372, 0.103504, 58655, 4270070, 0.0465568, 59418, 4276216, -0.0581444, 55572, 4362602, -0.0879057, 54726, 4343814, 0.0994933, 60098, 4270176, 0.0713823, 58526, 4275892, -0.0507485, 56688, 4362920, -0.0672866, 55195, 4343718, 0.0466529, 59405, 4270278, 0.0491533, 59417, 4276416, -0.0318124, 56273, 4362604, -0.079806, 55719, 4343506, 0.0624651, 58405, 4270282, 0.0532589, 59580, 4276590, -0.0224669, 55735, 4362742, -0.0771654, 54852, 4342974, 0.0463733, 59647, 4270502, 0.0371527, 58015, 4276710, -0.0279343, 56993, 4362916, -0.0799162, 55021, 4342516, 0.0706978, 59785, 4270666, 0.0343031, 58842, 4277072, -0.0269564, 56355, 4362442, -0.0410001, 56288, 4342516, 0.0336533, 58329, 4270778, 0.0282071, 59298, 4277292, -0.0228598, 55801, 4362730, -0.0274116, 55545, 4342226, 0.0220644, 59170, 4270560, 0.0413584, 58079, 4277312, -0.0135465, 57308, 4363128, -0.0416332, 55696, 4341800, 0.0138213, 58731, 4270568, 0.00545122, 58586, 4277738, -0.000923844, 56788, 4362874, -0.0440935, 56309, 4341960, 0.0395661, 58131, 4270236, 0.0314285, 59045, 4277906, -0.0242552, 56035, 4362802, -0.0249439, 55803, 4341514, 0.0177706, 58931, 4270586
