Fit, RefSeqBin, InsertLength, Counts, Sites, FunctionCalls, LogLikelihood, DispersionA, DispersionB, RawGCbias0, GCbias0, GCcount0, GCsites0, RawGCbias1, GCbias1, GCcount1, GCsites1, RawGCbias2, GCbias2, GCcount2, GCsites2, RawGCbias3, GCbias3, GCcount3, GCsites3, RawGCbias4, GCbias4, GCcount4, GCsites4, RawGCbias5, GCbias5, GCcount5, GCsites5, RawGCbias6, GCbias6, GCcount6, GCsites6, RawGCbias7, GCbias7, GCcount7, GCsites7, RawGCbias8, GCbias8, GCcount8, GCsites8, RawGCbias9, GCbias9, GCcount9, GCsites9, RawGCbias10, GCbias10, GCcount10, GCsites10, RawGCbias11, GCbias11, GCcount11, GCsites11, RawGCbias12, GCbias12, GCcount12, GCsites12, RawGCbias13, GCbias13, GCcount13, GCsites13, RawGCbias14, GCbias14, GCcount14, GCsites14, RawGCbias15, GCbias15, GCcount15, GCsites15, RawGCbias16, GCbias16, GCcount16, GCsites16, RawGCbias17, GCbias17, GCcount17, GCsites17, RawGCbias18, GCbias18, GCcount18, GCsites18, RawGCbias19, GCbias19, GCcount19, GCsites19, RawGCbias20, GCbias20, GCcount20, GCsites20, RawGCbias21, GCbias21, GCcount21, GCsites21, RawGCbias22, GCbias22, GCcount22, GCsites22, RawGCbias23, GCbias23, GCcount23, GCsites23, RawGCbias24, GCbias24, GCcount24, GCsites24, RawGCbias25, GCbias25, GCcount25, GCsites25, RawGCbias26, GCbias26, GCcount26, GCsites26, RawGCbias27, GCbias27, GCcount27, GCsites27, RawGCbias28, GCbias28, GCcount28, GCsites28, RawGCbias29, GCbias29, GCcount29, GCsites29, RawGCbias30, GCbias30, GCcount30, GCsites30, RawGCbias31, GCbias31, GCcount31, GCsites31, RawGCbias32, GCbias32, GCcount32, GCsites32, RawGCbias33, GCbias33, GCcount33, GCsites33, RawGCbias34, GCbias34, GCcount34, GCsites34, RawGCbias35, GCbias35, GCcount35, GCsites35, RawGCbias36, GCbias36, GCcount36, GCsites36, RawGCbias37, GCbias37, GCcount37, GCsites37, RawGCbias38, GCbias38, GCcount38, GCsites38, RawGCbias39, GCbias39, GCcount39, GCsites39, RawGCbias40, GCbias40, GCcount40, GCsites40, RawGCbias41, GCbias41, GCcount41, GCsites41, RawGCbias42, GCbias42, GCcount42, GCsites42, RawGCbias43, GCbias43, GCcount43, GCsites43, RawGCbias44, GCbias44, GCcount44, GCsites44, RawGCbias45, GCbias45, GCcount45, GCsites45, RawGCbias46, GCbias46, GCcount46, GCsites46, RawGCbias47, GCbias47, GCcount47, GCsites47, RawGCbias48, GCbias48, GCcount48, GCsites48, RawGCbias49, GCbias49, GCcount49, GCsites49, RawGCbias50, GCbias50, GCcount50, GCsites50, RawGCbias51, GCbias51, GCcount51, GCsites51, RawGCbias52, GCbias52, GCcount52, GCsites52, RawGCbias53, GCbias53, GCcount53, GCsites53, RawGCbias54, GCbias54, GCcount54, GCsites54, RawGCbias55, GCbias55, GCcount55, GCsites55, RawGCbias56, GCbias56, GCcount56, GCsites56, RawGCbias57, GCbias57, GCcount57, GCsites57, RawGCbias58, GCbias58, GCcount58, GCsites58, RawGCbias59, GCbias59, GCcount59, GCsites59, RawGCbias60, GCbias60, GCcount60, GCsites60, RawGCbias61, GCbias61, GCcount61, GCsites61, RawGCbias62, GCbias62, GCcount62, GCsites62, RawGCbias63, GCbias63, GCcount63, GCsites63, RawGCbias64, GCbias64, GCcount64, GCsites64, RawGCbias65, GCbias65, GCcount65, GCsites65, RawGCbias66, GCbias66, GCcount66, GCsites66, RawGCbias67, GCbias67, GCcount67, GCsites67, RawGCbias68, GCbias68, GCcount68, GCsites68, RawGCbias69, GCbias69, GCcount69, GCsites69, RawGCbias70, GCbias70, GCcount70, GCsites70, RawGCbias71, GCbias71, GCcount71, GCsites71, RawGCbias72, GCbias72, GCcount72, GCsites72, RawGCbias73, GCbias73, GCcount73, GCsites73, RawGCbias74, GCbias74, GCcount74, GCsites74, RawGCbias75, GCbias75, GCcount75, GCsites75, RawGCbias76, GCbias76, GCcount76, GCsites76, RawGCbias77, GCbias77, GCcount77, GCsites77, RawGCbias78, GCbias78, GCcount78, GCsites78, RawGCbias79, GCbias79, GCcount79, GCsites79, RawGCbias80, GCbias80, GCcount80, GCsites80, RawGCbias81, GCbias81, GCcount81, GCsites81, RawGCbias82, GCbias82, GCcount82, GCsites82, RawGCbias83, GCbias83, GCcount83, GCsites83, RawGCbias84, GCbias84, GCcount84, GCsites84, RawGCbias85, GCbias85, GCcount85, GCsites85, RawGCbias86, GCbias86, GCcount86, GCsites86, RawGCbias87, GCbias87, GCcount87, GCsites87, RawGCbias88, GCbias88, GCcount88, GCsites88, RawGCbias89, GCbias89, GCcount89, GCsites89, RawGCbias90, GCbias90, GCcount90, GCsites90, RawGCbias91, GCbias91, GCcount91, GCsites91, RawGCbias92, GCbias92, GCcount92, GCsites92, RawGCbias93, GCbias93, GCcount93, GCsites93, RawGCbias94, GCbias94, GCcount94, GCsites94, RawGCbias95, GCbias95, GCcount95, GCsites95, RawGCbias96, GCbias96, GCcount96, GCsites96, RawGCbias97, GCbias97, GCcount97, GCsites97, RawGCbias98, GCbias98, GCcount98, GCsites98, RawGCbias99, GCbias99, GCcount99, GCsites99, RawGCbias100, GCbias100, GCcount100, GCsites100, GCknot0, GCknot1, GCknot2, GCknot3, GCknot4, GCknot5, SurBias0A, SurCount0A, SurSites0A, SurBias0C, SurCount0C, SurSites0C, SurBias0G, SurCount0G, SurSites0G, SurBias0T, SurCount0T, SurSites0T, SurBias1A, SurCount1A, SurSites1A, SurBias1C, SurCount1C, SurSites1C, SurBias1G, SurCount1G, SurSites1G, SurBias1T, SurCount1T, SurSites1T, SurBias2A, SurCount2A, SurSites2A, SurBias2C, SurCount2C, SurSites2C, SurBias2G, SurCount2G, SurSites2G, SurBias2T, SurCount2T, SurSites2T, SurBias3A, SurCount3A, SurSites3A, SurBias3C, SurCount3C, SurSites3C, SurBias3G, SurCount3G, SurSites3G, SurBias3T, SurCount3T, SurSites3T, SurBias4A, SurCount4A, SurSites4A, SurBias4C, SurCount4C, SurSites4C, SurBias4G, SurCount4G, SurSites4G, SurBias4T, SurCount4T, SurSites4T, SurBias5A, SurCount5A, SurSites5A, SurBias5C, SurCount5C, SurSites5C, SurBias5G, SurCount5G, SurSites5G, SurBias5T, SurCount5T, SurSites5T, SurBias6A, SurCount6A, SurSites6A, SurBias6C, SurCount6C, SurSites6C, SurBias6G, SurCount6G, SurSites6G, SurBias6T, SurCount6T, SurSites6T, SurBias7A, SurCount7A, SurSites7A, SurBias7C, SurCount7C, SurSites7C, SurBias7G, SurCount7G, SurSites7G, SurBias7T, SurCount7T, SurSites7T, SurBias8A, SurCount8A, SurSites8A, SurBias8C, SurCount8C, SurSites8C, SurBias8G, SurCount8G, SurSites8G, SurBias8T, SurCount8T, SurSites8T, SurBias9A, SurCount9A, SurSites9A, SurBias9C, SurCount9C, SurSites9C, SurBias9G, SurCount9G, SurSites9G, SurBias9T, SurCount9T, SurSites9T, SurBias10A, SurCount10A, SurSites10A, SurBias10C, SurCount10C, SurSites10C, SurBias10G, SurCount10G, SurSites10G, SurBias10T, SurCount10T, SurSites10T, SurBias11A, SurCount11A, SurSites11A, SurBias11C, SurCount11C, SurSites11C, SurBias11G, SurCount11G, SurSites11G, SurBias11T, SurCount11T, SurSites11T, SurBias12A, SurCount12A, SurSites12A, SurBias12C, SurCount12C, SurSites12C, SurBias12G, SurCount12G, SurSites12G, SurBias12T, SurCount12T, SurSites12T, SurBias13A, SurCount13A, SurSites13A, SurBias13C, SurCount13C, SurSites13C, SurBias13G, SurCount13G, SurSites13G, SurBias13T, SurCount13T, SurSites13T, SurBias14A, SurCount14A, SurSites14A, SurBias14C, SurCount14C, SurSites14C, SurBias14G, SurCount14G, SurSites14G, SurBias14T, SurCount14T, SurSites14T, SurBias15A, SurCount15A, SurSites15A, SurBias15C, SurCount15C, SurSites15C, SurBias15G, SurCount15G, SurSites15G, SurBias15T, SurCount15T, SurSites15T, SurBias16A, SurCount16A, SurSites16A, SurBias16C, SurCount16C, SurSites16C, SurBias16G, SurCount16G, SurSites16G, SurBias16T, SurCount16T, SurSites16T, SurBias17A, SurCount17A, SurSites17A, SurBias17C, SurCount17C, SurSites17C, SurBias17G, SurCount17G, SurSites17G, SurBias17T, SurCount17T, SurSites17T, SurBias18A, SurCount18A, SurSites18A, SurBias18C, SurCount18C, SurSites18C, SurBias18G, SurCount18G, SurSites18G, SurBias18T, SurCount18T, SurSites18T, SurBias19A, SurCount19A, SurSites19A, SurBias19C, SurCount19C, SurSites19C, SurBias19G, SurCount19G, SurSites19G, SurBias19T, SurCount19T, SurSites19T, SurBias20A, SurCount20A, SurSites20A, SurBias20C, SurCount20C, SurSites20C, SurBias20G, SurCount20G, SurSites20G, SurBias20T, SurCount20T, SurSites20T, SurBias21A, SurCount21A, SurSites21A, SurBias21C, SurCount21C, SurSites21C, SurBias21G, SurCount21G, SurSites21G, SurBias21T, SurCount21T, SurSites21T, SurBias22A, SurCount22A, SurSites22A, SurBias22C, SurCount22C, SurSites22C, SurBias22G, SurCount22G, SurSites22G, SurBias22T, SurCount22T, SurSites22T, SurBias23A, SurCount23A, SurSites23A, SurBias23C, SurCount23C, SurSites23C, SurBias23G, SurCount23G, SurSites23G, SurBias23T, SurCount23T, SurSites23T, SurBias24A, SurCount24A, SurSites24A, SurBias24C, SurCount24C, SurSites24C, SurBias24G, SurCount24G, SurSites24G, SurBias24T, SurCount24T, SurSites24T, SurBias25A, SurCount25A, SurSites25A, SurBias25C, SurCount25C, SurSites25C, SurBias25G, SurCount25G, SurSites25G, SurBias25T, SurCount25T, SurSites25T, SurBias26A, SurCount26A, SurSites26A, SurBias26C, SurCount26C, SurSites26C, SurBias26G, SurCount26G, SurSites26G, SurBias26T, SurCount26T, SurSites26T, SurBias27A, SurCount27A, SurSites27A, SurBias27C, SurCount27C, SurSites27C, SurBias27G, SurCount27G, SurSites27G, SurBias27T, SurCount27T, SurSites27T, SurBias28A, SurCount28A, SurSites28A, SurBias28C, SurCount28C, SurSites28C, SurBias28G, SurCount28G, SurSites28G, SurBias28T, SurCount28T, SurSites28T, SurBias29A, SurCount29A, SurSites29A, SurBias29C, SurCount29C, SurSites29C, SurBias29G, SurCount29G, SurSites29G, SurBias29T, SurCount29T, SurSites29T
poisson, 0, 143, 91935, 6855030, 35, -357349, 0, 1e-100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 28, 0, 0, 0, 28, 0, 0, 0, 24, 0, 0, 0, 234, 0, 0, 0, 258, 0, 0, 0, 1128, 0, 0, 0, 1314, 10.4471, 0.211598, 6, 1962, 6.47158, 0.131077, 14, 7798, 13.1801, 0.266953, 22, 6308, 9.56955, 0.193824, 52, 20090, 12.2513, 0.24814, 55, 16098, 16.9651, 0.343614, 233, 49516, 21.578, 0.437045, 209, 35584, 19.1589, 0.388049, 256, 46276, 26.257, 0.531815, 1003, 135252, 31.8773, 0.645649, 868, 95158, 37.799, 0.765589, 2754, 261774, 41.8043, 0.846713, 2007, 169832, 45.4454, 0.920462, 5551, 431866, 48.7037, 0.986456, 3599, 261104, 48.5942, 0.984237, 4049, 295446, 47.7216, 0.966564, 8986, 677530, 48.6207, 0.984774, 5037, 371308, 50.4866, 1.02257, 10856, 776176, 51.1937, 1.03689, 5507, 388854, 49.8913, 1.01051, 10188, 737892, 51.8707, 1.0506, 4791, 333236, 54.5276, 1.10441, 4636, 302544, 53.6169, 1.08597, 7457, 500068, 52.3614, 1.06054, 2932, 200376, 53.3702, 1.08097, 4570, 303314, 55.2455, 1.11896, 1615, 108584, 55.0791, 1.11558, 2197, 146194, 56.2272, 1.13884, 693, 46924, 57.3935, 1.16246, 557, 34576, 51.0788, 1.03456, 557, 41256, 56.172, 1.13772, 199, 12008, 53.2421, 1.07838, 199, 15084, 46.5869, 0.943581, 58, 4292, 47.5401, 0.962888, 74, 5604, 40.0856, 0.811902, 23, 1996, 45.0792, 0.913043, 21, 1668, 53.24, 1.07833, 38, 2910, 39.8238, 0.8066, 12, 1256, 58.2946, 1.18071, 32, 2006, 43.0057, 0.871046, 10, 754, 27.293, 0.552799, 5, 854, 0, 0, 0, 206, 49.9535, 1.01177, 2, 124, 84.7788, 1.71713, 4, 210, 0, 0, 0, 56, 62.5165, 1.26622, 1, 66, 0, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 32, 35, 38, 41, 64, -3.64183, 58952, 4374016, -3.65157, 32675, 2473836, -3.72004, 31461, 2490880, -3.60715, 60782, 4371328, 0.0381284, 59932, 4375424, -0.0386414, 31375, 2473236, -0.0646043, 31778, 2491492, 0.0651173, 60785, 4369908, 0.0405032, 59696, 4377856, -0.0494109, 31433, 2472310, -0.057204, 31251, 2491850, 0.0661117, 61490, 4368044, -0.0599939, 56086, 4378400, -0.0131242, 31585, 2472088, -0.0222871, 33066, 2492796, 0.0954052, 63133, 4366776, -0.285383, 45804, 4378616, 0.130506, 38034, 2473172, -0.0346405, 33431, 2492980, 0.189518, 66601, 4365292, 0.0895696, 61433, 4383172, -0.199585, 29869, 2472152, 0.508466, 49576, 2495640, -0.39845, 42992, 4359096, -0.107792, 57245, 4383922, 0.357584, 44814, 2475246, 0.00746839, 33123, 2493194, -0.25726, 48688, 4357698, 0.290797, 70064, 4386512, -0.299882, 26082, 2473116, 0.0559529, 35797, 2493316, -0.0468687, 51927, 4357116, -0.272324, 50280, 4384008, 0.891133, 60120, 2479534, -0.441964, 22327, 2490658, -0.176844, 51143, 4355860, 0.553923, 70644, 4387598, -0.802371, 17973, 2472874, -0.0697273, 30571, 2491646, 0.318175, 64682, 4357942, -0.171085, 50913, 4383574, 0.229138, 40139, 2479252, 0.963149, 63192, 2495280, -1.0212, 29626, 4351954, -0.304166, 41959, 4382014, 0.093111, 34038, 2478642, -0.452743, 21979, 2487176, 0.663797, 85894, 4362228, 0.0606216, 61097, 4384138, 0.140134, 32492, 2478348, -0.337406, 26872, 2486120, 0.136651, 63409, 4361454, -0.468602, 38905, 4381080, 0.377669, 37650, 2479662, -0.647462, 19479, 2483524, 0.738394, 87836, 4365794, 0.633504, 74502, 4387814, -0.681054, 17341, 2475598, -0.571029, 18693, 2482514, 0.618579, 73334, 4364134, 0.685403, 85534, 4390936, -0.629791, 19811, 2475766, 0.365895, 37132, 2485596, -0.421508, 41393, 4357762, 0.206032, 66655, 4388856, -0.33037, 27180, 2477656, 0.124439, 32984, 2483510, -0.000101324, 57051, 4360038, 0.474748, 78513, 4389840, -0.25699, 27218, 2478576, 0.0507876, 33418, 2483192, -0.268545, 44721, 4358452, -0.755361, 36856, 4381428, 0.798765, 57053, 2485664, 0.156934, 39234, 2483100, -0.200338, 50727, 4359868, 0.00481937, 56247, 4384424, 0.116988, 36390, 2482292, -0.433982, 26564, 2479966, 0.312175, 64669, 4363378, -0.139211, 52674, 4383634, -0.311645, 25914, 2480720, 0.604078, 51261, 2483724, -0.153222, 54021, 4361982, -0.100192, 51720, 4381912, 0.00583951, 33999, 2483010, -0.0946453, 31175, 2480268, 0.188998, 66976, 4364870, -0.246413, 48088, 4380348, 0.0362647, 34808, 2483874, 0.268438, 43056, 2481274, -0.0582897, 57918, 4364564, -0.342637, 45162, 4378910, 0.43663, 47963, 2486854, -0.105898, 32063, 2478868, 0.0119054, 58682, 4365428, 0.0924261, 62779, 4380828, 0.0380492, 35105, 2486046, 0.0705838, 36840, 2478964, -0.201059, 49146, 4364222, 0.0838341, 61957, 4380194, -0.020615, 33480, 2486460, 0.0160177, 33396, 2477042, -0.0792368, 55037, 4366364, 0.05811, 61244, 4378710, -0.0460607, 32219, 2486742, -0.0437608, 31648, 2475856, 0.0317115, 58759, 4368752, 0.0752385, 61373, 4376966, -0.0634353, 31517, 2487186, -0.0439399, 31595, 2475240, 0.0321367, 59385, 4370668, 0.0449811, 59904, 4374384, -0.0466729, 32339, 2487658, -0.0152187, 33089, 2474896, 0.0169104, 58538, 4373122, 0.0135758, 58881, 4372216, -0.0315869, 33175, 2487940, -0.00285931, 33287, 2474852, 0.0208704, 58527, 4375052
gcspline, 0, 143, 91935, 6855030, 110, -357391, 0, 1e-100, 3.8459, 0.0782721, 0, 0, 3.8459, 0.0782721, 0, 0, 3.8459, 0.0782721, 0, 0, 3.8459, 0.0782721, 0, 0, 3.8459, 0.0782721, 0, 0, 3.8459, 0.0782721, 0, 0, 3.8459, 0.0782721, 0, 0, 3.8459, 0.0782721, 0, 0, 3.8459, 0.0782721, 0, 0, 3.8459, 0.0782721, 0, 0, 3.8459, 0.0782721, 0, 0, 3.8459, 0.0782721, 0, 14, 3.8459, 0.0782721, 0, 28, 3.8459, 0.0782721, 0, 28, 3.8459, 0.0782721, 0, 24, 3.8459, 0.0782721, 0, 234, 3.8459, 0.0782721, 0, 258, 3.8459, 0.0782721, 0, 1128, 3.8459, 0.0782721, 0, 1314, 4.39526, 0.0894527, 6, 1962, 5.73315, 0.116681, 14, 7798, 7.44811, 0.151584, 22, 6308, 9.6086, 0.195555, 52, 20090, 12.2733, 0.249788, 55, 16098, 15.4777, 0.315003, 233, 49516, 19.2178, 0.391121, 209, 35584, 23.4339, 0.476928, 256, 46276, 27.9986, 0.56983, 1003, 135252, 32.7127, 0.665772, 868, 95158, 37.3125, 0.759387, 2754, 261774, 41.4887, 0.844382, 2007, 169832, 44.9149, 0.914111, 5551, 431866, 47.2802, 0.96225, 3599, 261104, 48.4432, 0.985919, 4049, 295446, 48.8228, 0.993644, 8986, 677530, 49.0189, 0.997636, 5037, 371308, 49.5175, 1.00778, 10856, 776176, 50.2825, 1.02335, 5507, 388854, 51.1424, 1.04085, 10188, 737892, 51.9472, 1.05723, 4791, 333236, 52.6588, 1.07172, 4636, 302544, 53.2684, 1.08412, 7457, 500068, 53.767, 1.09427, 2932, 200376, 54.1465, 1.10199, 4570, 303314, 54.3988, 1.10713, 1615, 108584, 54.5168, 1.10953, 2197, 146194, 54.494, 1.10906, 693, 46924, 54.3244, 1.10561, 557, 34576, 54.0035, 1.09908, 557, 41256, 53.5274, 1.08939, 199, 12008, 52.8936, 1.07649, 199, 15084, 52.1039, 1.06042, 58, 4292, 51.1725, 1.04147, 74, 5604, 50.1173, 1.01999, 23, 1996, 48.9562, 0.99636, 21, 1668, 47.7069, 0.970934, 38, 2910, 46.3868, 0.944067, 12, 1256, 45.0127, 0.916101, 32, 2006, 43.6006, 0.887362, 10, 754, 42.1657, 0.858159, 5, 854, 40.722, 0.828777, 0, 206, 39.2825, 0.799481, 2, 124, 37.859, 0.77051, 4, 210, 36.4621, 0.742079, 0, 56, 35.101, 0.714378, 1, 66, 34.4363, 0.70085, 0, 6, 34.4363, 0.70085, 0, 6, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 34.4363, 0.70085, 0, 0, 19, 32, 35, 38, 50, 64, -3.64183, 58952, 4374016, -3.65157, 32675, 2473836, -3.72004, 31461, 2490880, -3.60715, 60782, 4371328, 0.0381284, 59932, 4375424, -0.0386414, 31375, 2473236, -0.0646043, 31778, 2491492, 0.0651173, 60785, 4369908, 0.0405032, 59696, 4377856, -0.0494109, 31433, 2472310, -0.057204, 31251, 2491850, 0.0661117, 61490, 4368044, -0.0599939, 56086, 4378400, -0.0131242, 31585, 2472088, -0.0222871, 33066, 2492796, 0.0954052, 63133, 4366776, -0.285383, 45804, 4378616, 0.130506, 38034, 2473172, -0.0346405, 33431, 2492980, 0.189518, 66601, 4365292, 0.0895696, 61433, 4383172, -0.199585, 29869, 2472152, 0.508466, 49576, 2495640, -0.39845, 42992, 4359096, -0.107792, 57245, 4383922, 0.357584, 44814, 2475246, 0.00746839, 33123, 2493194, -0.25726, 48688, 4357698, 0.290797, 70064, 4386512, -0.299882, 26082, 2473116, 0.0559529, 35797, 2493316, -0.0468687, 51927, 4357116, -0.272324, 50280, 4384008, 0.891133, 60120, 2479534, -0.441964, 22327, 2490658, -0.176844, 51143, 4355860, 0.553923, 70644, 4387598, -0.802371, 17973, 2472874, -0.0697273, 30571, 2491646, 0.318175, 64682, 4357942, -0.171085, 50913, 4383574, 0.229138, 40139, 2479252, 0.963149, 63192, 2495280, -1.0212, 29626, 4351954, -0.304166, 41959, 4382014, 0.093111, 34038, 2478642, -0.452743, 21979, 2487176, 0.663797, 85894, 4362228, 0.0606216, 61097, 4384138, 0.140134, 32492, 2478348, -0.337406, 26872, 2486120, 0.136651, 63409, 4361454, -0.468602, 38905, 4381080, 0.377669, 37650, 2479662, -0.647462, 19479, 2483524, 0.738394, 87836, 4365794, 0.633504, 74502, 4387814, -0.681054, 17341, 2475598, -0.571029, 18693, 2482514, 0.618579, 73334, 4364134, 0.685403, 85534, 4390936, -0.629791, 19811, 2475766, 0.365895, 37132, 2485596, -0.421508, 41393, 4357762, 0.206032, 66655, 4388856, -0.33037, 27180, 2477656, 0.124439, 32984, 2483510, -0.000101324, 57051, 4360038, 0.474748, 78513, 4389840, -0.25699, 27218, 2478576, 0.0507876, 33418, 2483192, -0.268545, 44721, 4358452, -0.755361, 36856, 4381428, 0.798765, 57053, 2485664, 0.156934, 39234, 2483100, -0.200338, 50727, 4359868, 0.00481937, 56247, 4384424, 0.116988, 36390, 2482292, -0.433982, 26564, 2479966, 0.312175, 64669, 4363378, -0.139211, 52674, 4383634, -0.311645, 25914, 2480720, 0.604078, 51261, 2483724, -0.153222, 54021, 4361982, -0.100192, 51720, 4381912, 0.00583951, 33999, 2483010, -0.0946453, 31175, 2480268, 0.188998, 66976, 4364870, -0.246413, 48088, 4380348, 0.0362647, 34808, 2483874, 0.268438, 43056, 2481274, -0.0582897, 57918, 4364564, -0.342637, 45162, 4378910, 0.43663, 47963, 2486854, -0.105898, 32063, 2478868, 0.0119054, 58682, 4365428, 0.0924261, 62779, 4380828, 0.0380492, 35105, 2486046, 0.0705838, 36840, 2478964, -0.201059, 49146, 4364222, 0.0838341, 61957, 4380194, -0.020615, 33480, 2486460, 0.0160177, 33396, 2477042, -0.0792368, 55037, 4366364, 0.05811, 61244, 4378710, -0.0460607, 32219, 2486742, -0.0437608, 31648, 2475856, 0.0317115, 58759, 4368752, 0.0752385, 61373, 4376966, -0.0634353, 31517, 2487186, -0.0439399, 31595, 2475240, 0.0321367, 59385, 4370668, 0.0449811, 59904, 4374384, -0.0466729, 32339, 2487658, -0.0152187, 33089, 2474896, 0.0169104, 58538, 4373122, 0.0135758, 58881, 4372216, -0.0315869, 33175, 2487940, -0.00285931, 33287, 2474852, 0.0208704, 58527, 4375052
